,gender,tenure,phone_services,internet_services,contract_duration,payment_method,number_customer_service_calls,phone_min,phone_monthly_charges,internet_monthly_charges,avg_monthly_bill,churn,internet_charge_per_min,gender_encoded,contract_duration_encoded,payment_method_encoded
984,Female,15,1,1,short-term,email,2,117.1600918509266,19.917187633364115,72.57691339791447,90.936129,0,0.006531784138265666,0,0,2
985,Male,15,1,1,short-term,mail,1,139.7249525864481,23.75216106341683,61.40922676901372,76.905692,0,0.009238402665545436,1,0,0
986,Male,15,1,1,short-term,email,0,126.51097270418028,21.502956776043828,78.44088560116981,95.443983,1,0.01537257072538809,1,0,2
987,Male,15,1,1,short-term,email,0,147.31293076239115,25.04264064186335,50.22406691007202,76.200534,1,0.007260296159066951,1,0,2
988,Male,15,1,1,short-term,email,0,109.59689817576552,18.630281841713995,78.31593310723824,72.059902,1,0.008749368864622359,1,0,2
989,Female,15,1,1,short-term,automatic transfer,0,107.57952574647618,18.28814977739099,73.66783283871804,79.112719,1,0.009364538548963937,0,0,1
990,Male,15,1,1,short-term,email,0,113.7901960241457,19.343538823248963,73.87667801133455,85.293911,1,0.009541936730254524,1,0,2
991,Female,15,1,1,short-term,email,0,125.9147234084002,21.405291975853736,71.43272801456347,83.63636,1,0.010764901877252108,0,0,2
992,Female,15,1,1,short-term,email,0,136.16182937241794,23.146378912436607,55.30123191634826,70.088763,1,0.008782052269559092,0,0,2
993,Female,15,1,1,short-term,mail,0,130.44380026943568,22.173076749449983,58.89906983412924,72.272424,1,0.011176920070250285,0,0,0
994,Female,15,1,1,short-term,mail,0,135.19565062218444,22.981572370069777,65.80524720168326,97.153007,1,0.009832603425535479,0,0,0
995,Male,15,1,0,short-term,mail,5,126.2689456440268,21.46435909361998,0.0,22.984623,0,0.008724,1,0,0
996,Female,15,1,0,short-term,automatic transfer,3,114.88796764253036,19.529300040401694,0.0,20.481609,0,0.008724,0,0,1
997,Male,15,1,0,short-term,mail,2,134.19593928733283,22.813159225853628,0.0,20.137019,0,0.008724,1,0,0
998,Female,15,1,0,short-term,email,0,118.83106503140942,20.191153380749697,0.0,24.049221,1,0.008724,0,0,2
999,Male,15,1,1,long-term,email,0,126.32430162871196,21.474781594260456,34.152293005347296,50.997859,0,0.0073434784088965786,1,1,2
1000,Female,15,1,0,long-term,mail,1,135.17625575668686,22.976388617417328,0.0,21.334292,0,0.008724,0,1,0
1001,Male,15,1,0,long-term,automatic transfer,3,124.23988586851814,21.121026603590785,0.0,23.309495,0,0.008724,1,1,1
1002,Female,15,1,0,long-term,automatic transfer,4,137.6526575347096,23.39964500058093,0.0,23.816564,0,0.008724,0,1,1
1003,Male,15,1,0,long-term,mail,2,116.9837754880724,19.88343679900458,0.0,21.645969,0,0.008724,1,1,0
1004,Female,60,1,1,short-term,email,2,128.24234626967572,21.8036901090855,80.60060722209471,101.59530529897276,0,0.007424841143126456,0,0,2
1005,Female,60,1,1,short-term,automatic transfer,4,130.76931741446188,22.232440293939224,70.69346893623555,90.8871102195435,0,0.008221404890541522,0,0,1
1006,Female,60,1,1,short-term,automatic transfer,1,134.4061757297203,22.85096488748569,78.62281875388774,98.37491866751878,0,0.007408831360481206,0,0,1
1007,Male,60,1,1,short-term,automatic transfer,0,140.1198459803294,23.821073866297084,82.9967693966301,103.32168021072756,0,0.0077583942733170565,1,0,1
1008,Female,60,1,1,short-term,email,2,121.51017670197362,20.657868303908064,85.77236091818139,106.13288496514645,0,0.007241375914344199,0,0,2
1009,Male,60,1,1,short-term,email,2,123.379431680155,20.974881377071146,75.50557259683401,94.9167390383586,1,0.008428181001175795,1,0,2
1010,Female,60,0,1,long-term,automatic transfer,1,0.0,0.0,22.70929050522889,43.32153818212277,0,0.0068453286779202645,0,1,1
1011,Female,60,1,1,long-term,email,2,123.33217228243592,20.967000453072423,31.333025268682206,49.47076319501117,0,0.007771182747738927,0,1,2
1012,Female,60,0,1,long-term,automatic transfer,1,0.0,0.0,49.58518467620792,62.88849779947374,0,0.007674053359934903,0,1,1
1013,Female,60,0,1,long-term,automatic transfer,3,0.0,0.0,56.26969398990358,69.49624975563705,0,0.007381364050810214,0,1,1
1014,Female,60,0,1,long-term,automatic transfer,3,0.0,0.0,51.06832489649851,59.32824026796023,0,0.00807499903157616,0,1,1
1015,Female,60,1,1,long-term,email,2,121.551413026124,20.663710324709896,39.280178835109496,61.73737921293996,0,0.008037818076314906,0,1,2
1016,Male,60,1,1,long-term,automatic transfer,0,138.16212456370485,23.488848690384003,90.60960336069532,113.08360911301752,0,0.008084996330162074,1,1,1
1017,Female,60,1,1,long-term,email,3,144.61511473861393,24.586398490038835,88.05716553276135,112.8653605165043,0,0.007843439199185828,0,1,2
1018,Female,60,1,1,long-term,email,4,131.31991303108268,22.32591310790012,66.3917323593026,93.97025177405185,0,0.007641262741734094,0,1,2
1019,Female,60,1,1,long-term,automatic transfer,4,127.91547905848188,21.74521910818477,72.75178497702741,98.73891305742922,0,0.006544791552572452,0,1,1
1020,Female,60,1,1,long-term,automatic transfer,0,136.89158180614552,23.271953380890032,86.25301642161298,103.80295021400876,0,0.00803874475264917,0,1,1
1021,Female,60,1,1,long-term,automatic transfer,2,128.78127936673803,21.893287762185857,89.22533333592818,103.5645908922759,0,0.007551213534441382,0,1,1
1022,Male,60,1,1,long-term,automatic transfer,3,114.61890200402615,19.48527662270765,84.00707979632637,103.6541996649452,0,0.009199539932389596,1,1,1
1023,Male,60,1,1,long-term,automatic transfer,3,107.48303128346645,18.273480615081574,88.22755328441107,106.64517355694596,0,0.007440793815283299,1,1,1
1024,Female,60,1,0,long-term,automatic transfer,0,133.58063853628605,22.713987947973685,0.0,20.837127349339188,0,0.008724,0,1,1
1025,Female,60,1,0,long-term,automatic transfer,1,131.95544540154762,22.43937958120747,0.0,19.67460770495656,0,0.008724,0,1,1
1026,Male,60,1,0,long-term,automatic transfer,0,137.70002534327205,23.41372857857752,0.0,20.223346928115426,0,0.008724,1,1,1
1027,Male,18,1,1,short-term,email,1,132.86868276823031,22.58712615350335,44.07160441210797,64.78145729005395,0,0.007428333566433372,1,0,2
1028,Male,18,1,1,short-term,automatic transfer,2,141.40685013584505,24.040073152340664,25.49415910834016,44.03131402060239,0,0.007262956957135926,1,0,1
1029,Male,18,1,1,short-term,automatic transfer,0,124.0556042350184,21.08986677525746,52.601269160190775,72.84044633950677,0,0.008726676755214026,1,0,1
1030,Male,18,1,1,short-term,mail,2,116.72465239377338,19.847223197438037,29.7760480663421,45.57317578142854,0,0.0088493948158051,1,0,0
1031,Female,18,1,1,short-term,automatic transfer,1,144.01285392811286,24.482475517244392,30.08353634219973,49.57915584466634,0,0.0068375346375773105,0,0,1
1032,Female,18,0,1,short-term,email,3,0.0,0.0,16.289410382957964,35.1411120513838,0,0.0067867987965144014,0,0,2
1033,Female,18,0,1,short-term,email,3,0.0,0.0,31.503987583045514,53.08291256906482,0,0.011706116599980937,0,0,2
1034,Female,18,0,1,short-term,automatic transfer,0,0.0,0.0,4.031404463207068,25.04055542106573,0,0.0035624535727348996,0,0,1
1035,Female,18,1,1,short-term,automatic transfer,2,134.59526864359734,22.88176844449933,42.23721362619083,61.886924769028354,0,0.010627837039584517,0,0,1
1036,Male,18,1,1,short-term,email,1,123.379431680155,20.974881377071146,26.87429986286897,40.32254263957956,1,0.009277213395696508,1,0,2
1037,Male,18,1,1,short-term,email,0,141.1685890053606,23.99981700393945,51.6387208300285,66.0456151760661,0,0.006880354832315058,1,0,2
1038,Male,18,1,1,short-term,automatic transfer,2,137.18920403276306,23.322316378696662,63.456660931587145,84.2814078408997,0,0.007207527881683749,1,0,1
1039,Male,18,1,1,short-term,automatic transfer,0,133.3434233954483,22.668281963464068,58.1120860877591,73.94904786542394,0,0.00715841161509175,1,0,1
1040,Male,18,1,1,short-term,email,1,110.85231949044436,18.846410765918066,55.538976576630304,72.04267537782073,0,0.006999880525723287,1,0,2
1041,Female,18,1,1,short-term,email,2,121.77295181443291,20.70197907459463,51.71048643764332,66.28817954349672,0,0.0074323418899382,0,0,2
1042,Female,18,1,1,short-term,email,2,123.379431680155,20.974881377071146,67.14933173051088,82.955708165671,1,0.009441842560016265,0,0,2
1043,Female,18,1,1,short-term,automatic transfer,2,123.379431680155,20.974881377071146,76.24020987133771,95.36917504118814,1,0.015013298238780372,0,0,1
1044,Female,18,1,1,short-term,email,2,123.379431680155,20.974881377071146,62.00995873545107,81.5315790972341,1,0.010678519807054695,0,0,2
1045,Female,18,1,1,short-term,email,2,123.379431680155,20.974881377071146,74.44596879023182,91.71382560554206,1,0.011974680445585575,0,0,2
1046,Female,18,1,1,short-term,automatic transfer,1,123.379431680155,20.974881377071146,68.24405225907476,85.71769391725132,1,0.01345175655056917,0,0,1
1047,Female,18,1,0,short-term,mail,0,132.05048890625008,22.44961303819117,0.0,20.68129484650093,0,0.008724,0,0,0
1048,Female,18,1,0,short-term,mail,1,119.73698177495902,20.35695867726646,0.0,19.29352369252985,0,0.008724,0,0,0
1049,Female,18,1,0,short-term,mail,1,119.6959808975642,20.348268232960056,0.0,19.154342103464685,0,0.008724,0,0,0
1050,Male,18,1,0,short-term,mail,1,118.98761027264544,20.22805206545606,0.0,18.771389544075426,0,0.008724,1,0,0
1051,Female,18,1,1,long-term,mail,0,123.94586037057782,21.077991689457956,33.43872896756161,51.13079929562457,0,0.007470255686995026,0,1,0
1052,Female,18,1,1,long-term,mail,0,120.09928925201233,20.4195471235676,38.02822312313947,55.26668556432169,0,0.007307325616265339,0,1,0
1053,Male,18,1,0,long-term,mail,3,126.67168746527967,21.53308499284627,0.0,21.674102060906755,0,0.008724,1,1,0
1054,Male,18,1,0,long-term,automatic transfer,3,105.886350068579,18.00212241964405,0.0,20.30731301335815,0,0.008724,1,1,1
1055,Male,18,1,0,long-term,automatic transfer,3,132.93565522791783,22.60108332750824,0.0,22.16402678607661,0,0.008724,1,1,1
1056,Female,18,1,0,long-term,mail,3,110.27319476816996,18.747708668618955,0.0,17.46221520669042,0,0.008724,0,1,0
1057,Female,18,1,0,long-term,automatic transfer,0,106.88596954682473,18.17360057849393,0.0,21.9720696779228,0,0.008724,0,1,1
1058,Female,18,1,0,long-term,automatic transfer,2,123.379431680155,20.974881377071146,0.0,20.571052631578947,1,0.008724,0,1,1
1059,Female,66,1,1,short-term,automatic transfer,0,123.379431680155,20.974881377071146,80.39050507211412,102.01883058867516,1,0.01189850352861665,0,0,1
1060,Female,66,1,1,short-term,automatic transfer,2,123.379431680155,20.974881377071146,68.78015488405278,88.4739407518534,1,0.010084037796139138,0,0,1
1061,Female,66,0,1,long-term,mail,2,0.0,0.0,44.36790036324079,59.600411565058,0,0.011232428665185814,0,1,0
1062,Male,66,1,1,long-term,automatic transfer,3,122.51602699777312,20.828297350754376,55.244142720599896,80.61185698323342,0,0.007280125622303118,1,1,1
1063,Female,66,1,1,long-term,automatic transfer,4,144.78041152414028,24.610883435503045,63.49461149864479,88.3862089012742,0,0.008408427402572726,0,1,1
1064,Female,66,1,1,long-term,mail,5,132.46125507776586,22.51555412123865,47.32928654108737,76.31892940443578,0,0.005873452816213772,0,1,0
1065,Male,66,1,1,long-term,mail,1,140.0686464391637,23.81199225881232,42.71533870576391,58.99698907053897,0,0.007984221842424992,1,1,0
1066,Female,66,1,1,long-term,automatic transfer,1,101.16436672916475,17.196700125086984,54.88569880587395,60.54265083109575,0,0.016285055668089226,0,1,1
1067,Male,66,1,1,long-term,automatic transfer,0,133.60882487442447,22.71039665784701,41.66233814211541,70.04299411825171,0,0.005016397562531492,1,1,1
1068,Male,66,1,1,long-term,automatic transfer,0,140.35130762544603,23.86028287279393,76.4428659441166,105.1567021915928,0,0.0067167519713709255,1,1,1
1069,Female,66,1,1,long-term,email,1,150.27615940565673,25.54807210407092,92.45407780859011,102.87979882816067,0,0.007761100653362234,0,1,2
1070,Male,66,1,1,long-term,automatic transfer,2,132.48535260797965,22.522516098653405,65.63789475241327,87.80423160756419,0,0.007300655164098652,1,1,1
1071,Female,66,1,1,long-term,automatic transfer,1,135.22884247155122,22.98764873004191,54.67335134949143,79.60308557138445,0,0.006686376960556142,0,1,1
1072,Male,66,1,1,long-term,email,0,151.75581211731105,25.79844179615785,68.8040299193494,92.95168702916708,0,0.008275629596257713,1,1,2
1073,Male,66,1,1,long-term,automatic transfer,1,128.92243565622215,21.91599505340529,92.65586258366052,114.87841659557516,0,0.009225016926594002,1,1,1
1074,Female,66,1,1,long-term,email,1,162.0945009011699,27.55469672366251,67.52540058121787,98.53946961520064,0,0.008934108778853832,0,1,2
1075,Female,66,1,1,long-term,automatic transfer,3,123.379431680155,20.974881377071146,89.35499493905817,108.2422905125374,1,0.00959685127649558,0,1,1
1076,Male,66,1,0,long-term,mail,2,131.3687048217452,22.33158676186437,0.0,19.89183771471594,0,0.008724,1,1,0
1077,Female,66,1,0,long-term,mail,2,134.78290493875835,22.911354961107108,0.0,23.32544510508246,0,0.008724,0,1,0
1078,Female,9,0,1,short-term,automatic transfer,1,0.0,0.0,35.819188900646026,38.27085331364489,0,0.007272982013561813,0,0,1
1079,Female,9,1,1,short-term,automatic transfer,3,117.16292737674306,19.91792361476045,47.38062425853111,59.3877412469763,0,0.007427257188629653,0,0,1
1080,Male,9,0,1,short-term,mail,1,0.0,0.0,38.21574241278137,39.65569821591815,0,0.013969239850626642,1,0,0
1081,Male,9,1,1,short-term,automatic transfer,1,119.2390966550718,20.270578698994285,12.954393164980452,34.27594714162984,0,0.005150726347344083,1,0,1
1082,Male,9,1,1,short-term,mail,0,115.41819777589464,19.621553929968155,31.485966886345302,47.37612601627991,1,0.009329557062949665,1,0,0
1083,Male,9,1,1,short-term,email,3,114.963241740493,19.544121204201613,27.900104675078275,41.77553644034344,1,0.009904976846624728,1,0,2
1084,Male,9,1,1,short-term,automatic transfer,1,122.24405035340888,20.78194780181844,21.49225743043529,36.095796627855634,1,0.013745531444151353,1,0,1
1085,Male,9,1,1,short-term,email,4,114.75882989824557,19.51099566048565,42.23383310482835,56.19104766624665,1,0.01696635785202808,1,0,2
1086,Male,9,0,1,short-term,automatic transfer,2,0.0,0.0,19.31700703670618,34.264079402912486,1,0.07843817606543542,1,0,1
1087,Female,9,1,1,short-term,mail,2,109.04492190950678,18.5376433250898,50.66082236305833,65.84383003497969,1,0.014455766790045179,0,0,0
1088,Male,9,0,1,short-term,automatic transfer,3,0.0,0.0,11.990202141420149,27.258418554385937,1,0.0068287406638121665,1,0,1
1089,Female,9,1,1,short-term,automatic transfer,1,117.52069521250624,19.979154383770016,58.50137190627335,68.83817651739925,0,0.007577070726549968,0,0,1
1090,Male,9,1,1,short-term,email,2,114.98062394277996,19.54744385904621,71.0519305495467,89.2658823753378,0,0.0063776137454851735,1,0,2
1091,Female,9,1,1,short-term,automatic transfer,3,112.233777967553,19.080034652408767,57.634989263893466,64.21364258729382,0,0.0073410402439300325,0,0,1
1092,Male,9,1,1,short-term,email,2,120.58046193916071,20.49894443111056,57.39761442940725,67.73484303918313,0,0.00670416155729021,1,0,2
1093,Male,9,1,1,short-term,automatic transfer,2,111.87758389566424,19.01953138443354,79.57228065482988,93.10329655923309,0,0.00757687553172875,1,0,1
1094,Male,9,1,1,short-term,email,0,120.87064544260372,20.54826711734673,56.484405023123934,62.25959929752854,0,0.0079172081778323,1,0,2
1095,Female,9,1,1,short-term,automatic transfer,1,115.60265265730978,19.65270543831666,74.94433478690516,78.69147773197315,1,0.015688034505863396,0,0,1
1096,Female,9,1,1,short-term,email,2,109.59016500644546,18.63077621587924,53.5782951093675,73.29071494939694,1,0.009234082565621795,0,0,2
1097,Male,9,1,1,short-term,email,2,115.13665028382,19.573639847527826,67.09602615209775,82.77901577834389,1,0.008563715304045484,1,0,2
1098,Female,9,1,1,short-term,automatic transfer,2,114.0282171761886,19.38418204367185,60.29966729421172,74.61550271982325,1,0.007517595618822788,0,0,1
1099,Female,9,1,1,short-term,automatic transfer,2,125.812094653146,21.3886746091768,56.6719096816331,65.39844837541199,1,0.012316024881738606,0,0,1
1100,Female,9,1,1,short-term,automatic transfer,0,101.86290562641818,17.317128444423634,80.66432773714621,92.21488819381868,1,0.00838882017287266,0,0,1
1101,Female,9,1,1,short-term,automatic transfer,1,117.6739095935054,20.004288165885164,55.99557369820458,65.01745951934961,1,0.008224196792498835,0,0,1
1102,Male,9,1,1,short-term,automatic transfer,1,117.69498820252429,20.0081142279677,80.32101095265067,87.23709493390328,1,0.009379907452218575,1,0,1
1103,Female,9,1,1,short-term,email,3,101.3264254245718,17.225871823062977,62.53495506648844,79.93300861005454,1,0.009428013499706569,0,0,2
1104,Female,9,1,0,short-term,automatic transfer,2,115.49844619706478,19.63485022522153,0.0,22.02261518934784,0,0.008724,0,0,1
1105,Male,9,1,0,short-term,email,2,118.55533525764434,20.15461815595216,0.0,16.777490095471627,0,0.008724,1,0,2
1106,Male,9,1,0,short-term,mail,3,114.1242431215908,19.401562207225123,0.0,16.2859166071392,0,0.008724,1,0,0
1107,Female,9,1,1,long-term,mail,1,119.26320900656674,20.23094307774118,36.02990876409503,50.694737082447816,0,0.00788508494446994,0,1,0
1108,Male,9,1,0,long-term,email,1,120.86997895871448,20.54852119101635,0.0,18.916229561295143,0,0.008724,1,1,2
1109,Female,9,1,0,long-term,mail,1,119.10320097699606,20.24690596556384,0.0,20.99767198030723,0,0.008724,0,1,0
1110,Male,3,1,1,short-term,mail,2,132.92943038301115,22.598419965430224,27.477591430847003,37.4243,0,0.00789209994604782,1,0,0
1111,Male,3,0,1,short-term,email,2,0.0,0.0,21.74719231540864,29.6098,0,0.007812952459005346,1,0,2
1112,Female,3,0,1,short-term,automatic transfer,0,0.0,0.0,32.549541163731654,39.6412,0,0.005246036365756168,0,0,1
1113,Male,3,1,1,short-term,email,0,113.86902798923498,19.357939969913147,21.04293726335911,24.7747,0,0.007760209641182198,1,0,2
1114,Female,3,0,1,short-term,mail,2,0.0,0.0,20.37624101865137,29.3422,0,0.005913841756875777,0,0,0
1115,Female,3,1,1,short-term,automatic transfer,2,129.53760744756244,22.02171537364343,32.338498558370794,38.8206,0,0.02365029212689662,0,0,1
1116,Female,3,1,1,short-term,email,0,118.10955313726726,20.07883575379021,26.832010921736607,31.4452,1,0.010045801280949966,0,0,2
1117,Male,3,1,1,short-term,email,3,115.61476264102164,19.65459363824304,41.201033430278464,28.4812,1,0.014888959828049733,1,0,2
1118,Male,3,0,1,short-term,mail,1,0.0,0.0,9.14926856229509,38.4235,1,0.005595326210682202,1,0,0
1119,Female,3,1,1,short-term,email,0,116.4610457167617,19.798657414142728,46.29257788036796,38.0488,1,0.0178904200265818,0,0,2
1120,Male,3,0,1,short-term,mail,0,0.0,0.0,14.440157490932748,23.235,1,0.007990534549655329,1,0,0
1121,Male,3,1,1,short-term,mail,2,117.75626399204944,20.01878818661873,4.932564974798565,18.4098,1,0.0034211115807337073,1,0,0
1122,Female,3,0,1,short-term,email,0,0.0,0.0,4.993104891228615,16.088,1,0.024094696343581454,0,0,2
1123,Female,3,0,1,short-term,email,0,0.0,0.0,34.31842784407529,38.6406,1,0.01185908328975349,0,0,2
1124,Female,3,1,1,short-term,mail,2,118.5638636196072,20.156215581005995,10.0551798595484,22.8,1,0.012814600948987547,0,0,0
1125,Male,3,1,1,short-term,mail,1,114.12234674941388,19.40014465057749,61.36266780154581,67.1257,0,0.007064489629477722,1,0,0
1126,Male,3,1,1,short-term,email,1,105.25186062510224,17.892985553004912,47.59706761981896,52.4373,0,0.00691043056631281,1,0,2
1127,Female,3,1,1,short-term,email,1,105.55725219582708,17.94649994795529,68.89113409729883,76.5298,0,0.008268798971363976,0,0,2
1128,Female,3,1,1,short-term,mail,0,141.79004770498625,24.10438793184093,59.59876974695976,51.0605,0,0.0076475480801901675,0,0,0
1129,Male,3,1,1,short-term,email,1,127.47949568455124,21.67270169121188,58.08253929588257,52.776,0,0.008704051132436335,1,0,2
1130,Male,3,1,1,short-term,email,1,121.24400052440258,20.61274856124508,60.765007310909226,61.8868,0,0.005903888640073345,1,0,2
1131,Male,3,1,1,short-term,mail,1,118.0833353655959,20.074513445234057,59.249507173012965,57.7975,0,0.006278127422155398,1,0,0
1132,Female,3,1,1,short-term,email,0,139.03363821291674,23.63545160540617,55.59218581444805,57.0696,0,0.007842763732143133,0,0,2
1133,Male,3,1,1,short-term,automatic transfer,1,120.98652049777068,20.570161682412586,78.20570929950723,72.0687,0,0.007096261847235634,1,0,1
1134,Male,3,1,1,short-term,mail,2,115.03675110677288,19.55848350864369,49.29979358550757,48.7535,0,0.00712471044175385,1,0,0
1135,Female,3,1,1,short-term,mail,0,127.11483248354408,21.610974208243263,69.32754029128128,59.0985,0,0.009183765682582732,0,0,0
1136,Female,3,1,1,short-term,mail,1,131.4336969984957,22.343172137876778,60.46874439836817,50.6071,0,0.007008425500048152,0,0,0
1137,Female,3,1,1,short-term,email,1,117.74658737127744,20.01761484255311,50.891023349145854,67.7401,0,0.007703985018156588,0,0,2
1138,Female,3,1,1,short-term,email,0,109.98707930800056,18.69871048292525,70.15101827952454,69.7178,0,0.007215610064429197,0,0,2
1139,Male,3,1,1,short-term,email,1,118.82944450702976,20.201761232528156,59.09403741948043,62.9616,0,0.006807580552573767,1,0,2
1140,Female,3,1,1,short-term,automatic transfer,1,121.00060729100096,20.57042100536905,53.21871439824798,53.4892,1,0.011382400080627717,0,0,1
1141,Male,3,1,1,short-term,email,0,115.7597919495815,19.67951740837669,58.990714874327566,65.5886,1,0.013145359398774497,1,0,2
1142,Male,3,1,1,short-term,email,1,117.96462430554227,20.05428753882452,54.75738439666368,55.6471,1,0.00945957536838296,1,0,2
1143,Female,3,1,1,short-term,automatic transfer,1,117.0461247977231,19.89823984803275,62.102176148079245,61.6408,1,0.012499281513438126,0,0,1
1144,Male,3,1,1,short-term,email,0,118.8909548501289,20.21215217675784,59.91637828071784,60.4346,1,0.007506901219502426,1,0,2
1145,Male,3,1,1,short-term,email,0,117.34754142473652,19.949402761809704,53.06383004187507,61.1886,1,0.009281785781456862,1,0,2
1146,Female,3,1,1,short-term,automatic transfer,0,115.86937773329548,19.697838533597498,68.89174218608186,65.6267,1,0.008308390462044844,0,0,1
1147,Male,3,1,1,short-term,automatic transfer,1,119.47392012987504,20.310947853636268,51.43435575689868,54.7332,1,0.009943885292698077,1,0,1
1148,Female,3,1,1,short-term,automatic transfer,1,115.95567271605157,19.712820325280333,57.20333760672711,53.7347,1,0.006619610840321496,0,0,1
1149,Male,3,1,1,short-term,email,0,117.83354174050493,20.03250419576758,65.84804017035945,62.0166,1,0.011392886808990022,1,0,2
1150,Female,3,1,1,short-term,email,0,118.83477052355408,20.20225827010509,64.0253147296865,61.5469,1,0.011280110165627974,0,0,2
1151,Female,3,1,1,short-term,email,0,119.86080664521988,20.376678830532736,68.28900135380562,70.7187,1,0.011778167364850739,0,0,2
1152,Female,3,1,1,short-term,email,1,116.52987962784869,19.810267636777706,80.51807813512109,59.2639,1,0.015394107655795804,0,0,2
1153,Female,3,1,1,short-term,automatic transfer,2,118.9469535446162,20.22140862222183,76.78611409697359,73.7888,1,0.015027971880636311,0,0,1
1154,Female,3,1,1,short-term,email,0,119.4042084232703,20.29916271896982,78.20173564977716,75.1141,1,0.012077754641326805,0,0,2
1155,Female,3,1,0,short-term,email,1,121.34201880018637,20.628074564639505,0.0,14.4834,0,0.008724,0,0,2
1156,Female,3,1,0,short-term,email,0,92.4561915193996,15.71776756976811,0.0,14.5685,0,0.008724,0,0,2
1157,Male,3,1,0,short-term,mail,0,117.06318710842822,19.90152166669264,0.0,16.3557,0,0.008724,1,0,0
1158,Male,3,1,0,short-term,mail,1,127.64233337012936,21.69833749614113,0.0,19.7148,0,0.008724,1,0,0
1159,Female,3,1,0,short-term,mail,1,128.0479511628377,21.76721291247596,0.0,15.8532,0,0.008724,0,0,0
1160,Male,3,1,0,short-term,email,0,120.78702653015068,20.53356922111093,0.0,11.9292,0,0.008724,1,0,2
1161,Female,3,1,0,short-term,mail,1,113.05421887095308,19.21984361215748,0.0,18.4753,0,0.008724,0,0,0
1162,Male,3,1,0,short-term,email,3,115.88858804089529,19.701253157450505,0.0,13.3372,1,0.008724,1,0,2
1163,Male,3,1,0,long-term,automatic transfer,1,126.2745357584133,21.45536584556397,0.0,23.7349,0,0.008724,1,1,1
1164,Male,3,1,0,long-term,mail,1,119.40139444421622,20.28625798930012,0.0,16.9327,0,0.008724,1,1,0
1165,Male,3,1,0,long-term,mail,2,117.4523591037314,19.95669218508416,0.0,13.7117,0,0.008724,1,1,0
1166,Male,31,1,1,short-term,automatic transfer,1,127.8441704502064,21.73627351578861,30.779916766382385,50.5492287,0,0.009670247027373308,1,0,1
1167,Male,31,1,1,short-term,mail,1,138.7086250408216,23.582504648327088,36.90331658024293,56.3037941,0,0.009027180733341326,1,0,0
1168,Male,31,1,1,short-term,automatic transfer,0,127.81517418195176,21.73167610530596,73.74647315977555,90.9057097,0,0.00691915580335397,1,0,1
1169,Male,31,1,1,short-term,email,2,121.98195279979824,20.73898881856598,70.08480800236362,92.0268252,0,0.006537494494940692,1,0,2
1170,Male,31,1,1,short-term,email,1,123.3311549704807,20.96693920619234,80.38955927576339,95.5467721,0,0.007442864532123334,1,0,2
1171,Male,31,1,1,short-term,email,0,115.26027321025872,19.59537391940527,83.48294537500992,99.9510568,0,0.0068919913488665815,1,0,2
1172,Female,31,1,1,short-term,email,2,110.94330008989918,18.86230320653924,64.53263013827899,76.7708394,0,0.008756828352669194,0,0,2
1173,Male,31,1,1,short-term,automatic transfer,2,109.57276701992376,18.629453279639076,72.79924344151122,93.809483,0,0.006727575178979372,1,0,1
1174,Female,31,1,1,short-term,email,2,127.17057090134269,21.619955529716677,80.9536836632214,99.5541066,0,0.0068482704260141546,0,0,2
1175,Female,31,1,1,short-term,email,5,123.379431680155,20.974881377071146,66.42742463843621,87.0151303,1,0.010291573670960227,0,0,2
1176,Female,31,1,1,short-term,automatic transfer,4,123.379431680155,20.974881377071146,57.04866218345445,74.3554993,1,0.009959072822983604,0,0,1
1177,Female,31,0,1,long-term,mail,2,0.0,0.0,40.961836482510165,55.5383264,0,0.010125136117717032,0,1,0
1178,Male,31,1,1,long-term,mail,2,117.63699738081294,20.00091728142351,44.38682734016511,59.7934659,0,0.010061230244815506,1,1,0
1179,Male,31,1,1,long-term,automatic transfer,0,133.7891268429439,22.73488350872375,71.93138033149053,95.8156934,0,0.007788098592020538,1,1,1
1180,Male,31,1,0,long-term,mail,1,120.82240985308871,20.54161970927743,0.0,23.0066455,0,0.008724,1,1,0
1181,Female,31,1,0,long-term,mail,1,129.513777362889,22.020277935885737,0.0,21.3909477,0,0.008724,0,1,0
1182,Male,50,0,1,short-term,automatic transfer,2,0.0,0.0,15.88019629385318,35.29273201404587,0,0.00943267098324197,1,0,1
1183,Female,50,1,1,short-term,email,1,121.66375051043792,20.856272633691532,72.22515429915447,93.08867739205635,0,0.007952747771847592,0,0,2
1184,Female,50,1,1,short-term,email,1,111.80814821983392,19.10306243240692,87.33667102086119,105.38913259503131,0,0.007205881554452458,0,0,2
1185,Female,50,1,1,short-term,email,1,123.17412397593564,21.162666889789733,74.6923456881032,94.43902780639124,0,0.007730693074528482,0,0,2
1186,Female,50,1,1,long-term,automatic transfer,1,115.84914892474336,19.693156183223085,45.68089357092478,47.99591199609522,0,0.013182760186347297,0,1,1
1187,Male,50,0,1,long-term,automatic transfer,2,0.0,0.0,43.7704758478215,66.57179822458825,0,0.006719153938948959,1,1,1
1188,Male,50,1,1,long-term,email,2,111.51485425608428,18.956868790625503,39.57499205654418,63.0710357844242,0,0.0062710776030653346,1,1,2
1189,Male,50,1,1,long-term,automatic transfer,2,114.33953042886272,19.437136382256483,93.20424024297748,112.91989665346358,0,0.007038369117966948,1,1,1
